ClaveEnt,Entidad,ClaveMun,Municipio,pobtot,pobmas,pobfem,p_0a2,p_0a2_m,p_0a2_f,p_3ymas,p_3ymas_m,p_3ymas_f,p_5ymas,p_5ymas_m,p_5ymas_f,p_12ymas,p_12ymas_m,p_12ymas_f,p_15ymas,p_15ymas_m,p_15ymas_f,p_18ymas,p_18ymas_m,p_18ymas_f,p_3a5,p_3a5_m,p_3a5_f,p_6a11,p_6a11_m,p_6a11_f,p_8a14,p_8a14_m,p_8a14_f,p_12a14,p_12a14_m,p_12a14_f,p_15a17,p_15a17_m,p_15a17_f,p_18a24,p_18a24_m,p_18a24_f,p_15a49_f,p_60ymas,p_60ymas_m,p_60ymas_f,rel_h_m,pob0_14,pob15_64,pob65_mas,prom_hnv,pnacent,pnacent_m,pnacent_f,pnacoe,pnacoe_m,pnacoe_f,pres2005,pres2005_m,pres2005_f,presoe05,presoe05_m,presoe05_f,p3ym_hli,p3ym_hli_m,p3ym_hli_f,p3hlinhe,p3hlinhe_m,p3hlinhe_f,p3hli_he,p3hli_he_m,p3hli_he_f,p5_hli,p5_hli_nhe,p5_hli_he,phog_ind,pcon_lim,pclim_mot,pclim_vis,pclim_leng,pclim_aud,pclim_mot2,pclim_men,pclim_men2,psin_lim,p3a5_noa,p3a5_noa_m,p3a5_noa_f,p6a11_noa,p6a11_noam,p6a11_noaf,p12a14noa,p12a14noam,p12a14noaf,p15a17a,p15a17a_m,p15a17a_f,p18a24a,p18a24a_m,p18a24a_f,p8a14an,p8a14an_m,p8a14an_f,p15ym_an,p15ym_an_m,p15ym_an_f,p15ym_se,p15ym_se_m,p15ym_se_f,p15pri_in,p15pri_inm,p15pri_inf,p15pri_co,p15pri_com,p15pri_cof,p15sec_in,p15sec_inm,p15sec_inf,p15sec_co,p15sec_com,p15sec_cof,p18ym_pb,p18ym_pb_m,p18ym_pb_f,graproes,graproes_m,graproes_f,pea,pea_m,pea_f,pe_inac,pe_inac_m,pe_inac_f,pocupada,pocupada_m,pocupada_f,pdesocup,pdesocup_m,pdesocup_f,psinder,pder_ss,pder_imss,pder_iste,pder_istee,pder_segp,p12ym_solt,p12ym_casa,p12ym_sepa,pcatolica,pncatolica,potras_rel,psin_relig,tothog,hogjef_m,hogjef_f,pobhog,phogjef_m,phogjef_f,vivtot,tvivhab,tvivpar,vivpar_hab,tvivparhab,vivpar_des,vivpar_ut,ocupvivpar,prom_ocup,pro_ocup_c,vph_pisodt,vph_pisoti,vph_1dor,vph_2ymasd,vph_1cuart,vph_2cuart,vph_3ymasc,vph_c_elec,vph_s_elec,vph_aguadv,vph_aguafv,vph_excsa,vph_drenaj,vph_nodren,vph_c_serv,vph_snbien,vph_radio,vph_tv,vph_refri,vph_lavad,vph_autom,vph_pc,vph_telef,vph_cel,vph_inter,tam_loc
15,México,15048,Jocotitlán,61204,29503,31701,3661,1848,1813,57383,27575,29808,54729,26219,28510,45659,21733,23926,42023,19854,22169,38105,17889,20216,3983,2034,1949,7741,3808,3933,8823,4445,4378,3636,1879,1757,3918,1965,1953,8006,3869,4137,17155,5113,2358,2755,93,19021,38395,3628,3,56875,27613,29262,3962,1700,2262,52992,25249,27743,904,409,495,1696,730,966,6,1,5,1478,632,846,1689,6,1477,4434,2717,1431,788,259,393,170,169,223,57971,1863,961,902,124,72,52,180,104,76,2857,1359,1498,2310,1055,1255,129,70,59,3044,995,2049,2885,942,1943,5683,2697,2986,7718,3642,4076,1922,1118,804,10854,5350,5504,11104,5275,5829,8,8,8,23088,15752,7336,22348,5837,16511,21766,14694,7072,1322,1058,264,21990,38971,13212,1209,3381,19645,17195,25035,3357,55611,4212,14,638,14521,11250,3271,61022,49441,11581,17443,14572,17392,14521,14570,1771,1100,61022,4,1,13634,858,5211,9286,817,2821,10839,14054,436,12025,2456,12277,11734,2706,10063,444,11593,13402,8851,5502,5581,2517,3145,7478,663,
15,México,15049,Joquicingo,12840,6201,6639,869,412,457,11891,5750,6141,11311,5473,5838,9414,4474,4940,8753,4155,4598,7986,3779,4207,852,416,436,1625,860,765,1717,890,827,661,319,342,767,376,391,1791,860,931,3568,1097,525,572,93,4007,7948,805,3,12136,5893,6243,522,220,302,10880,5195,5685,116,52,64,69,33,36,0,0,0,54,25,29,64,0,49,125,414,219,80,51,68,33,13,28,12262,442,208,234,47,26,21,41,21,20,467,244,223,329,178,151,29,15,14,649,221,428,646,245,401,1471,658,813,1620,718,902,418,219,199,2669,1339,1330,1654,848,806,7,8,7,4670,3434,1236,4694,1012,3682,4346,3153,1193,324,281,43,4099,8620,1220,263,2,6750,2894,5587,910,11852,764,7,28,2871,2327,544,12765,10770,1995,3480,2896,3455,2871,2896,390,194,12765,4,1,2448,420,1215,1653,210,684,1969,2838,30,2566,300,2769,2595,267,2341,104,2317,2605,1220,1325,768,298,670,801,99,
15,México,15050,Juchitepec,23497,11503,11994,1449,720,729,21989,10754,11235,21010,10282,10728,17539,8512,9027,16197,7820,8377,14751,7099,7652,1500,734,766,2950,1508,1442,3311,1687,1624,1342,692,650,1446,721,725,3193,1576,1617,6572,1837,897,940,96,7241,14897,1300,2,21137,10417,10720,2264,1035,1229,20615,10069,10546,265,114,151,45,27,18,0,0,0,22,14,8,45,0,22,112,851,416,244,103,131,41,32,66,22551,723,362,361,72,37,35,108,58,50,905,438,467,681,334,347,71,50,21,1041,453,588,1183,555,628,2302,1073,1229,2971,1380,1591,859,490,369,4676,2314,2362,3743,1820,1923,8,8,8,9228,6614,2614,8222,1850,6372,8940,6371,2569,288,243,45,11235,12183,2155,647,176,8553,5388,10807,1325,21425,1127,60,300,5775,4856,919,23435,20377,3058,6304,5794,6285,5775,5793,299,211,23435,4,1,5175,588,2866,2904,837,1563,3356,5730,32,5316,451,5686,5497,274,5129,116,4810,5484,3254,2857,1368,842,1476,3213,533,
15,México,15051,Lerma,134799,66669,68130,8077,4161,3916,125072,61680,63392,119368,58805,60563,99695,48743,50952,92301,44933,47368,84757,41220,43537,8522,4283,4239,16855,8654,8201,18487,9496,8991,7394,3810,3584,7544,3713,3831,17241,8631,8610,37848,9306,4461,4845,98,40848,85975,6326,2,112628,56145,56483,19715,9319,10396,113470,55938,57532,4792,2327,2465,2334,1230,1104,8,2,6,2117,1124,993,2328,8,2116,6611,3839,1816,1192,355,477,138,176,342,128159,4090,2062,2028,355,180,175,308,172,136,5508,2691,2817,4470,2311,2159,212,135,77,4660,1431,3229,4904,1695,3209,8228,3434,4794,13699,6101,7598,3992,2265,1727,26810,13912,12898,31057,15915,15142,9,9,9,51688,36078,15610,47495,12341,35154,49546,34320,15226,2142,1758,384,45439,87231,42981,4515,5593,31443,33269,59103,7133,118659,9077,71,2323,30618,25155,5463,133111,112837,20274,37776,31150,37244,30618,31149,4141,2485,133111,4,1,29216,1197,9246,21210,1546,4115,24741,30295,178,28357,2056,29578,29218,1158,27334,445,26060,29183,22281,18584,13220,8090,9339,19382,4697,
15,México,15052,Malinalco,25624,12585,13039,1672,858,814,23724,11611,12113,22610,11047,11563,18673,9054,9619,17042,8245,8797,15394,7411,7983,1650,843,807,3401,1714,1687,3897,1944,1953,1631,809,822,1648,834,814,3284,1597,1687,6640,2375,1149,1226,97,8354,15312,1730,3,22922,11284,11638,2278,1092,1186,21718,10458,11260,324,153,171,43,23,20,0,0,0,27,15,12,43,0,27,105,1020,544,276,98,146,47,62,122,24264,848,439,409,98,60,38,203,115,88,848,398,450,487,247,240,143,91,52,1997,818,1179,1668,719,949,3535,1679,1856,3671,1757,1914,947,547,400,4129,2087,2042,2667,1285,1382,7,7,7,9459,7040,2419,9100,1946,7154,9044,6683,2361,415,357,58,7782,17549,828,287,720,15356,6187,10880,1579,23865,762,14,339,6032,4818,1214,25403,21204,4199,7667,6105,7594,6032,6104,802,760,25403,4,1,5551,463,2473,3542,479,1460,4064,5940,74,4871,1132,5174,4611,1373,4007,339,4244,5197,3729,2184,1547,602,1546,2039,379,
15,México,15053,Melchor Ocampo,50240,24570,25670,2905,1457,1448,46727,22808,23919,44672,21756,22916,37282,18006,19276,34468,16601,17867,31627,15196,16431,3115,1600,1515,6330,3202,3128,6964,3489,3475,2814,1405,1409,2841,1405,1436,6245,3075,3170,14244,3285,1524,1761,96,15164,32285,2183,2,36489,17923,18566,12919,6232,6687,42641,20740,21901,1355,657,698,785,422,363,2,0,2,651,352,299,779,1,647,2238,1559,753,415,173,219,71,81,139,47648,1573,811,762,159,87,72,189,113,76,2053,997,1056,1660,817,843,78,48,30,968,301,667,1399,535,864,3035,1313,1722,5443,2461,2982,2018,1140,878,9475,4969,4506,11799,5618,6181,9,9,9,19854,13469,6385,17188,4400,12788,19094,12862,6232,760,607,153,22683,26795,16935,1447,907,6121,12257,22010,2896,44714,2602,33,883,11110,8955,2155,49644,40994,8650,13786,11308,13588,11110,11308,1306,1172,49644,4,1,10572,455,3904,7143,551,2229,8242,11003,58,10312,731,10940,10864,163,10113,56,9678,10812,9359,7977,4563,3021,5359,7397,1667,
15,México,15054,Metepec,214162,103059,111103,9999,5079,4920,199977,95881,104096,192651,92202,100449,167027,79073,87954,156488,73725,82763,145269,68053,77216,10937,5570,5367,22013,11238,10775,25217,12892,12325,10539,5348,5191,11219,5672,5547,27681,13631,14050,61990,17265,7912,9353,93,53488,145803,10685,2,157452,76521,80931,50422,23442,26980,181956,86952,95004,8769,4254,4515,822,408,414,4,2,2,543,255,288,814,4,542,2115,5610,2670,1815,402,577,296,248,565,203227,3937,2007,1930,394,203,191,314,166,148,9205,4658,4547,12269,6313,5956,294,160,134,2884,870,2014,3616,1220,2396,7596,2878,4718,14871,6027,8844,4793,2628,2165,29701,14945,14756,88859,42939,45920,11,12,11,91700,56373,35327,74788,22419,52369,87780,53611,34169,3920,2762,1158,62162,147214,82787,12601,17743,19384,60669,91133,14948,188603,12815,452,5056,53540,40860,12680,210037,168277,41760,64254,54915,62879,53540,54915,6349,2990,210037,4,1,51966,1221,10342,43041,1541,3839,47949,53266,139,51855,1418,52949,52769,472,51462,176,48710,52486,46927,41648,32957,28858,34414,42204,23446,
15,México,15055,Mexicaltzingo,11712,5658,6054,666,328,338,10965,5291,5674,10472,5063,5409,8806,4232,4574,8100,3873,4227,7447,3558,3889,726,355,371,1433,704,729,1651,821,830,706,359,347,653,315,338,1665,843,822,3342,854,392,462,93,3531,7527,573,2,10992,5348,5644,606,255,351,10285,4972,5313,122,57,65,43,23,20,0,0,0,35,19,16,43,0,35,164,389,185,106,37,58,22,14,43,11226,319,161,158,37,20,17,41,21,20,463,212,251,439,232,207,17,11,6,311,90,221,378,129,249,605,242,363,1276,616,660,408,236,172,2352,1218,1134,2795,1322,1473,9,9,9,4710,3194,1516,4070,1021,3049,4564,3087,1477,146,107,39,5941,5681,1327,175,679,3009,3051,4996,742,10930,426,14,85,2597,2074,523,11624,9603,2021,2925,2623,2899,2597,2622,216,86,11624,4,1,2478,97,826,1751,180,414,1982,2557,25,2441,142,2529,2516,66,2393,28,2248,2517,1812,1522,1278,622,935,1623,395,
15,México,15056,Morelos,28426,13617,14809,1780,898,882,26545,12666,13879,25215,11992,13223,20524,9590,10934,18507,8591,9916,16571,7656,8915,2023,1020,1003,3998,2056,1942,4741,2396,2345,2017,999,1018,1936,935,1001,3422,1597,1825,7240,2856,1244,1612,92,9818,16386,2121,3,27046,13017,14029,1202,513,689,24457,11586,12871,434,204,230,5170,2390,2780,66,7,59,4946,2317,2629,5126,66,4904,10480,1335,672,479,109,181,72,57,87,26717,1231,638,593,147,82,65,234,120,114,1070,508,562,551,241,310,103,59,44,3019,929,2090,2853,892,1961,3505,1705,1800,4255,1973,2282,889,525,364,4264,2231,2033,2172,1014,1158,6,7,6,9179,6942,2237,11150,2511,8639,8368,6205,2163,811,737,74,7352,20857,736,250,596,19149,7421,11169,1875,23719,4260,2,145,6448,4803,1645,28360,22557,5803,9023,6470,9001,6448,6470,1335,1218,28360,4,1,5816,605,2606,3813,252,1393,4757,5976,436,5171,1255,4459,4064,2194,3328,700,4506,5236,2510,1484,1644,460,776,2188,96,
15,México,15057,Naucalpan de Juárez,833779,404974,428805,40657,20704,19953,773354,374406,398948,743930,359533,384397,642405,307855,334550,602481,287439,315042,560494,266446,294048,43670,22136,21534,87279,44415,42864,97869,49904,47965,39924,20416,19508,41987,20993,20994,104092,51497,52595,232051,81063,36288,44775,94,211530,547864,54617,2,430530,212685,217845,376589,179100,197489,707820,341239,366581,28725,14277,14448,21877,10618,11259,62,12,50,19762,9623,10139,21767,61,19689,50564,27135,14618,7444,2144,2705,1220,1177,2781,781819,21038,10588,10450,2599,1332,1267,2191,1207,984,30204,14938,15266,31906,16197,15709,1284,693,591,17970,5260,12710,25256,8578,16678,44351,18109,26242,87016,38370,48646,26230,14262,11968,146941,75186,71755,249275,123294,125981,10,10,9,357773,226249,131524,281664,80072,201592,341617,214399,127218,16156,11850,4306,346892,465325,310100,33488,7580,30721,225797,347140,67796,690205,57133,4560,36732,212805,159865,52940,811986,636558,175428,237954,219310,231449,212805,219286,13707,4937,811986,4,1,207778,3153,83613,128195,16662,44756,150113,211480,444,206735,4691,210729,210248,1019,205518,825,192627,207666,182744,151931,92894,86669,131315,156081,68079,
15,México,15058,Nezahualcóyotl,1110565,536943,573622,49951,25321,24630,1046648,504625,542023,1010004,486156,523848,879637,419898,459739,824652,391915,432737,765692,362163,403529,55018,27796,27222,111993,56931,55062,129883,66069,63814,54985,27983,27002,58960,29752,29208,136404,67594,68810,314892,116148,52249,63899,94,271947,746255,78397,2,445470,220753,224717,645939,306615,339324,968591,465584,503007,33017,15888,17129,14424,7209,7215,96,36,60,12094,6049,6045,14316,87,12041,34863,42520,22693,11993,3237,4388,2030,1792,4686,1045441,24233,12333,11900,2850,1522,1328,2826,1580,1246,44461,21861,22600,46396,23364,23032,1737,986,751,22470,6394,16076,31333,10526,20807,63933,26578,37355,122935,54793,68142,38393,21778,16615,200982,100856,100126,333460,163159,170301,10,10,9,480547,300984,179563,392087,113853,278234,457542,284556,172986,23005,16428,6577,502743,588296,336922,93035,11256,111248,321147,449931,107073,929034,86169,1846,50925,280513,202600,77913,1093307,821598,271709,303266,285045,298734,280513,285027,14039,4182,1093307,4,1,275193,3708,111143,168442,21106,52805,205293,279376,293,276877,2344,278972,278378,683,275724,998,247837,274670,243550,206539,106103,98818,184091,188559,72382,
15,México,15059,Nextlalpan,34374,16984,17390,2306,1219,1087,31841,15651,16190,30139,14774,15365,24642,11966,12676,22601,10895,11706,20599,9894,10705,2509,1301,1208,4690,2384,2306,5155,2628,2527,2041,1071,970,2002,1001,1001,4373,2136,2237,9624,1833,880,953,98,11546,21365,1236,2,22042,11043,10999,11953,5750,6203,27991,13699,14292,1863,915,948,486,257,229,2,0,2,400,214,186,484,2,399,1354,1206,577,340,133,148,50,68,95,32776,1307,675,632,128,76,52,172,109,63,1292,623,669,882,436,446,99,63,36,818,281,537,990,386,604,2308,1048,1260,3904,1807,2097,1426,770,656,6769,3416,3353,6417,3122,3295,9,9,8,13847,9304,4543,10677,2583,8094,13327,8913,4414,520,391,129,15919,18165,7039,783,181,7921,8003,14435,2149,28394,3094,32,642,8436,6687,1749,34158,27987,6171,12651,8508,12579,8436,8508,3643,500,34158,4,1,7976,419,4193,4197,809,2457,5106,8335,70,7529,857,8253,8078,293,7268,84,6958,8083,6278,5183,3034,1529,2569,5873,779,
15,México,15060,Nicolás Romero,366602,180139,186463,20083,10186,9897,343289,168336,174953,328477,160892,167585,276715,134490,142225,256211,124013,132198,235286,113387,121899,22230,11192,11038,44344,22654,21690,50070,25598,24472,20504,10477,10027,20925,10626,10299,47558,23687,23871,105892,23331,11038,12293,97,107161,241435,14776,2,246339,122247,124092,115983,55769,60214,317766,155411,162355,8182,3980,4202,6840,3363,3477,31,5,26,6090,2989,3101,6812,31,6075,18139,11808,5926,3661,1157,1301,671,670,1109,350198,11629,5826,5803,1008,543,465,1312,767,545,14147,6931,7216,11578,5762,5816,749,417,332,10489,3494,6995,12902,4768,8134,22491,9680,12811,47322,21845,25477,13207,7582,5625,72153,37379,34774,78845,38796,40049,9,9,9,149058,100392,48666,126840,33608,93232,140650,93607,47043,8408,6785,1623,158342,204368,146842,10550,5809,29914,92145,159360,24761,324851,22605,250,10941,90307,70421,19886,363430,293970,69460,107540,91357,106490,90307,91355,12068,4115,363430,4,1,86994,3056,32218,57853,6369,16542,67063,89543,576,82778,7257,87839,87729,2235,81080,588,81131,87883,74085,61420,33202,26072,50284,60282,16700,
15,México,15061,Nopaltepec,8895,4427,4468,509,257,252,8362,4158,4204,7929,3951,3978,6586,3256,3330,6047,2975,3072,5544,2722,2822,625,307,318,1151,595,556,1328,708,620,539,281,258,503,253,250,1017,514,503,2364,813,411,402,99,2824,5454,593,3,6939,3487,3452,1881,901,980,7678,3827,3851,204,100,104,29,12,17,0,0,0,21,7,14,29,0,21,79,348,203,93,24,48,14,13,13,8409,340,166,174,16,11,5,36,20,16,336,165,171,222,111,111,28,15,13,366,136,230,377,157,220,790,368,422,1250,567,683,251,148,103,1609,836,773,1543,801,742,8,8,8,3396,2451,945,3159,792,2367,3322,2390,932,74,61,13,4111,4743,1063,187,234,2820,1960,4070,545,8267,472,1,68,2282,1884,398,8874,7617,1257,2817,2289,2810,2282,2289,282,246,8874,4,1,2208,68,958,1320,128,481,1667,2266,11,2127,149,2108,2138,133,2022,34,1961,2167,1653,1383,1040,384,561,1463,228,
15,México,15062,Ocoyoacac,61805,30365,31440,3392,1750,1642,58159,28490,29669,55638,27203,28435,46964,22811,24153,43504,21049,22455,40054,19287,20767,3722,1901,1821,7473,3778,3695,8405,4275,4130,3460,1762,1698,3450,1762,1688,7874,3882,3992,17550,4758,2174,2584,97,18047,40378,3126,2,54947,27071,27876,6427,3081,3346,54278,26512,27766,1126,554,572,852,407,445,2,1,1,762,357,405,844,2,757,2128,1910,1006,580,133,178,70,66,142,59453,1803,921,882,129,66,63,125,65,60,2669,1342,1327,2528,1280,1248,106,52,54,1731,436,1295,1984,634,1350,3616,1384,2232,6366,2700,3666,1771,1023,748,12414,6461,5953,15550,8001,7549,9,10,9,24547,16833,7714,22254,5901,16353,23659,16087,7572,888,746,142,24612,36816,17838,2056,858,13381,16644,26947,3335,57576,2381,41,590,13844,11363,2481,61558,52133,9425,15575,13926,15493,13844,13926,809,840,61558,4,1,13240,563,4373,9447,832,2188,10790,13670,145,12898,913,13505,13494,294,12615,205,12136,13221,9337,8056,5533,3620,4299,8399,1869,
15,México,15063,Ocuilan,31803,15540,16263,2259,1132,1127,29458,14364,15094,27921,13604,14317,22739,10959,11780,20606,9897,10709,18406,8785,9621,2304,1148,1156,4415,2257,2158,5054,2578,2476,2133,1062,1071,2200,1112,1088,4207,2010,2197,8431,2493,1196,1297,96,11111,18824,1782,3,29503,14444,15059,2033,954,1079,26827,12949,13878,519,239,280,845,424,421,3,2,1,779,388,391,835,3,771,2042,929,451,196,123,150,70,65,114,30586,1156,588,568,123,75,48,162,83,79,1286,640,646,653,323,330,176,103,73,2147,788,1359,1736,689,1047,4589,2211,2378,3757,1686,2071,1431,763,668,5551,2870,2681,2964,1426,1538,7,7,7,11245,8086,3159,11379,2798,8581,10672,7565,3107,573,521,52,13101,18562,1311,371,657,15984,7654,13142,1902,30014,1236,7,200,7036,5591,1445,31734,26324,5410,8637,7059,8614,7036,7059,829,749,31734,5,1,6086,913,2792,4215,467,1462,5060,6895,110,6205,795,6191,5105,1878,4742,375,5105,6055,3641,2980,2284,551,1620,1905,256,
15,México,15064,El Oro,34446,16829,17617,2138,1065,1073,32283,15751,16532,30781,15009,15772,25228,12180,13048,22862,10906,11956,20341,9648,10693,2255,1133,1122,4800,2438,2362,5587,2918,2669,2366,1274,1092,2521,1258,1263,4557,2241,2316,9055,2893,1199,1694,96,11559,20801,2061,3,31623,15615,16008,2662,1130,1532,29808,14507,15301,677,306,371,4789,2254,2535,9,2,7,4504,2137,2367,4771,9,4490,11514,1395,723,344,147,197,54,56,139,32674,1202,586,616,107,53,54,168,104,64,1550,773,777,807,391,416,143,77,66,2424,636,1788,2319,642,1677,3482,1645,1837,4598,2240,2358,1247,732,515,6272,3268,3004,4263,2064,2199,7,8,7,11886,8663,3223,13040,3270,9770,9909,6936,2973,1977,1727,250,7275,26885,1679,246,1527,23113,10011,13228,1954,30455,3240,11,197,7593,5857,1736,34268,28177,6091,9869,7600,9862,7593,7599,1131,1138,34268,5,1,6708,867,2697,4876,370,1454,5732,7366,199,6459,1114,5894,4590,2962,4203,385,5620,6808,4083,2643,2398,917,1378,3011,388,
15,México,15065,Otumba,34232,17330,16902,2002,1036,966,31934,16134,15800,30517,15376,15141,25735,12920,12815,23659,11936,11723,21658,10926,10732,2076,1079,997,4123,2135,1988,4821,2414,2407,2076,984,1092,2001,1010,991,4450,2228,2222,9121,2772,1359,1413,103,10277,21701,1958,2,27553,14209,13344,6314,2941,3373,29524,14855,14669,803,400,403,161,78,83,2,1,1,123,58,65,160,2,123,442,1160,556,372,104,194,68,97,102,31684,1067,569,498,78,42,36,117,59,58,1382,678,704,981,458,523,79,47,32,1344,544,800,1407,610,797,3073,1536,1537,4121,2064,2057,1078,610,468,7446,3994,3452,5748,2786,2962,8,8,8,12926,9079,3847,11664,2747,8917,12511,8754,3757,415,325,90,17899,14973,3075,873,548,8743,8501,14950,2262,30255,1632,106,517,7801,6091,1710,32873,26714,6159,9380,7894,9287,7801,7890,789,697,32873,4,1,7394,399,3091,4695,622,1468,5685,7715,70,7206,583,7237,7216,563,6804,131,6633,7317,5347,4273,3506,1258,1728,5276,659,
15,México,15066,Otzoloapan,4864,2464,2400,333,176,157,4528,2286,2242,4335,2178,2157,3574,1809,1765,3213,1617,1596,2822,1421,1401,298,166,132,656,311,345,822,408,414,361,192,169,391,196,195,649,328,321,1161,561,272,289,103,1648,2770,443,3,4664,2378,2286,150,61,89,4182,2079,2103,35,18,17,3,3,0,0,0,0,2,2,0,3,0,2,15,241,127,45,27,34,16,28,38,4579,132,78,54,12,3,9,42,18,24,188,82,106,93,40,53,28,15,13,596,255,341,598,271,327,635,326,309,659,308,351,164,96,68,709,394,315,369,183,186,6,6,6,1404,1215,189,2141,569,1572,1158,975,183,246,240,6,1264,3592,70,141,251,2884,1380,1935,257,4572,23,0,3,1095,908,187,4864,4267,597,1400,1095,1400,1095,1095,248,57,4864,4,1,1017,75,333,759,55,232,805,1067,27,923,169,890,889,205,825,78,361,903,783,562,310,75,165,222,25,
15,México,15067,Otzolotepec,78146,38318,39828,5169,2610,2559,72713,35576,37137,68962,33715,35247,56190,27206,28984,51390,24811,26579,46449,22378,24071,5616,2806,2810,10907,5564,5343,12048,6047,6001,4800,2395,2405,4941,2433,2508,10819,5272,5547,21630,4586,2047,2539,96,26492,48225,3165,2,74588,36678,37910,2994,1363,1631,67683,33080,34603,631,286,345,5638,2638,3000,62,10,52,5273,2486,2787,5632,62,5270,16187,1994,936,569,250,305,121,159,216,75374,3141,1564,1577,283,137,146,367,184,183,2898,1445,1453,1780,900,880,257,144,113,4836,1476,3360,4853,1592,3261,7694,3379,4315,9376,4217,5159,3042,1765,1277,14714,7936,6778,10110,5212,4898,7,8,7,28160,20352,7808,27734,6686,21048,26836,19193,7643,1324,1159,165,30973,46674,12771,974,1681,30260,19478,32824,3777,70326,5337,34,1073,15993,13384,2609,77891,67254,10637,18157,16076,18074,15993,16074,1271,810,77891,5,1,13989,1921,5148,10779,903,2745,12264,15783,144,14710,1212,14110,13433,2431,12664,535,12584,14751,8946,6248,5305,2008,2264,8353,898,
15,México,15068,Ozumba,27207,13077,14130,1652,826,826,25227,12089,13138,24102,11545,12557,20332,9635,10697,18632,8741,9891,16875,7837,9038,1651,807,844,3244,1647,1597,3860,1994,1866,1700,894,806,1757,904,853,3530,1684,1846,7615,2245,1037,1208,93,8247,17042,1590,2,24079,11614,12465,2728,1265,1463,23595,11265,12330,311,147,164,76,44,32,0,0,0,55,27,28,76,0,55,198,916,505,242,83,104,30,32,76,25932,805,392,413,60,34,26,114,69,45,1165,577,588,817,409,408,82,49,33,807,272,535,750,264,486,2411,1087,1324,3137,1444,1693,1013,532,481,5333,2634,2699,5405,2506,2899,9,9,8,10457,7217,3240,9802,2372,7430,9784,6628,3156,673,589,84,13098,13768,2302,627,1144,8747,6959,11339,2019,23340,3090,6,196,6189,4743,1446,26869,21446,5423,7118,6298,7009,6189,6296,437,383,26869,4,1,5422,753,2582,3591,581,1539,4044,6114,60,5112,1060,5949,5580,588,4766,131,5131,5843,3879,2930,1971,1074,2114,3317,685,
15,México,15069,Papalotla,4147,2012,2135,217,113,104,3914,1891,2023,3757,1816,1941,3178,1517,1661,2931,1377,1554,2685,1276,1409,247,129,118,489,245,244,572,299,273,247,140,107,246,101,145,500,249,251,1213,320,148,172,94,1200,2714,217,2,3378,1662,1716,738,334,404,3676,1778,1898,60,28,32,11,6,5,0,0,0,10,5,5,11,0,10,32,143,82,41,12,23,9,10,12,3970,94,48,46,13,8,5,18,17,1,189,69,120,167,77,90,8,5,3,84,41,43,90,42,48,243,112,131,415,195,220,163,88,75,639,314,325,1230,573,657,10,10,10,1739,1113,626,1405,388,1017,1706,1085,621,33,28,5,2158,1971,477,199,199,713,1087,1760,315,3859,155,0,53,959,742,217,4138,3331,807,1101,962,1098,959,962,86,53,4138,4,1,931,14,278,665,53,134,754,942,4,876,71,929,928,17,858,2,866,931,788,655,487,298,419,623,210,
15,México,15070,La Paz,253845,123956,129889,14671,7468,7203,237380,115588,121792,226843,110205,116638,190290,91752,98538,175475,84157,91318,159719,76250,83469,15737,8057,7680,31353,15779,15574,35625,18114,17511,14815,7595,7220,15756,7907,7849,33011,16243,16768,73320,15486,7236,8250,95,76576,166052,9423,2,123047,60753,62294,128223,61905,66318,210867,102245,108622,14392,7031,7361,7249,3591,3658,44,18,26,6708,3323,3385,7217,43,6688,18869,9828,4727,3454,780,972,387,493,832,241661,8168,4195,3973,852,450,402,933,521,412,10929,5357,5572,8387,4213,4174,726,399,327,6522,2097,4425,8068,2936,5132,17242,7533,9709,30040,13622,16418,10800,5929,4871,48100,24314,23786,54725,26981,27744,9,9,9,105236,69029,36207,84505,22415,62090,100134,65006,35128,5102,4023,1079,121372,130426,64088,14636,3002,39320,65651,104628,19752,214912,20830,422,9265,61913,46329,15584,252034,195133,56901,70536,62492,69957,61913,62488,6148,1896,252034,4,1,58622,3073,28083,33676,8098,14094,39447,61232,502,53377,8315,61342,60461,1218,52703,551,53866,59703,48603,39989,19287,15788,30895,41038,10626,
15,México,15071,Polotitlán,13002,6364,6638,760,380,380,12224,5974,6250,11731,5728,6003,9899,4804,5095,9115,4378,4737,8266,3944,4322,746,385,361,1579,785,794,1854,965,889,784,426,358,849,434,415,1565,745,820,3575,1236,613,623,96,3869,8229,886,3,7917,3927,3990,5027,2411,2616,11149,5387,5762,334,155,179,32,14,18,0,0,0,15,5,10,32,0,15,73,807,472,198,58,89,55,32,63,12140,304,146,158,13,6,7,34,18,16,571,280,291,332,171,161,31,17,14,618,260,358,673,292,381,1447,693,754,1766,771,995,383,219,164,2654,1395,1259,1836,850,986,8,8,8,5009,3624,1385,4842,1155,3687,4748,3393,1355,261,231,30,3144,9806,2208,290,323,6561,3527,5639,694,12570,306,9,28,3254,2657,597,12982,11130,1852,3899,3257,3896,3254,3256,353,289,12982,4,1,3183,64,1125,2123,145,558,2544,3177,67,3167,76,2758,2620,612,2552,42,2511,3123,2646,1740,1801,481,561,1876,175,
